,feeds_id,feeds_title,feeds_description,feeds_location,feeds_lng,feeds_lat,feeds_userId,feeds_name,feeds_isdeleted,feeds_profilePicture,feeds_videoUrl,feeds_images,feeds_mediatype,feeds_imagePaths,feeds_feedsComment,feeds_commentCount,feeds_multiMedia_id,feeds_multiMedia_name,feeds_multiMedia_description,feeds_multiMedia_url,feeds_multiMedia_mediatype,feeds_multiMedia_likeCount,feeds_multiMedia_place,feeds_multiMedia_createAt,feeds_likeDislike_likes,feeds_likeDislike_dislikes,feeds_likeDislike_userAction,feeds_createdAt,feeds_code,feeds_msg,totalFeed
13,2128.0,WEw,name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...name = 'Angular';. showMore = false;. text = `Lorem Ipsum is simply dummy text. of the printing and typesetting. industry. Lorem Ipsum has been the. industry's ...,"Budapest, Erzsébet tér 14, 1051 Hungary",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,1.0,3227,DALHOUSIE.jpg,None,feedsmedia/3033/0df3e2d5-d903-4940-9f3f-c1cc24e7bd4a.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T09:49:23.6239244,0.0,None,
14,2127.0,dsf,erter,"IFFCO Chowk Flyover, Heritage City, Sector 29, Gurugram, Haryana 122001, India",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,2.0,3226,,None,https://www.youtube.com/embed/LH0Ss15du3c,2,0,None,0001-01-01T00:00:00,2.0,1.0,2.0,2020-01-01T07:27:23.864634,0.0,None,
15,2126.0,Hpy New Year,"इस नए साल खुशियों की बरसातें हों
प्यार के दिन और मोहब्बत भरी रातें हों
रंजिशे नफरतें मिट जाएं सदा के लिए
सभी के दिलों में ऐसी चाहतें हों
Happy New Year 2020","174, Buddh Vihar, Block Z, Sector 12, Noida, Uttar Pradesh 201301, India",0.0,0.0,3039.0,jagjit,False,Images/fe49d058-de88-4805-8e2d-0c002b090d15.png,None,None,0.0,None,None,0.0,3225,Shubra_El-Kheima.jpg,None,feedsmedia/3039/3b8092fb-310f-4083-aae7-5be6ec05ad40.jpg,1,0,None,0001-01-01T00:00:00,1.0,0.0,2.0,2020-01-01T06:01:58.8885425,0.0,None,
16,2125.0,Upload video,Youtube video,"Ramnagar Bus Stand, Ranikhet Rd, Ramnagar, Uttarakhand 244715, India",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3224,,None,https://www.youtube.com/embed/7lfFZs50JHM,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T05:21:20.5417897,0.0,None,
17,2124.0,Title,Description,"Delhi Noida Direct Flyway, New Friends Colony, New Delhi, Delhi 110024, India",0.0,0.0,3034.0,neha,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3223,images.jfif,None,feedsmedia/3034/507e9fb7-5524-47c9-a632-c19c42398117.jfif,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:57:36.7675514,0.0,None,
18,2123.0,Test different langauga,"यूं तो पूरे विश्व में नया साल अलग-अलग दिन मनाया जाता है, और भारत के अलग-अलग क्षेत्रों में भी नए साल की शुरूआत अलग-अलग समय  होती है। लेकिन अंग्रेजी कैलेंडर के अनुसार 1 जनवरी से नए साल की शुरूआत मानी जाती है। चूंकि 31 दिसंबर को एक वर्ष का अंत होने के बाद 1 जनवरी से नए अंग्रेजी कैलेंडर वर्ष की शुरूआत होती है। इसलिए इस दिन को पूरी दुनिया में नया साल शुरू होने के उपलक्ष्य में पर्व की तरह मनाया जाता है।
 
चूंकि साल नया है, इसलिए नई उम्मीदें, नए सपने, नए लक्ष्य, नए आईडियाज के साथ इसका स्वागत किया जाता है। नया साल मनाने के पीछे मान्यता है कि साल का पहला दिन अगर उत्साह और खुशी के साथ मनाया जाए, तो साल भर इसी उत्साह और खुशियों के साथ ही बीतेगा।
 
हालांकि हिन्दू पंचांग के अनुसार के मुताबिक नया साल 1 जनवरी से शुरू नहीं होता। हिन्दू नववर्ष का आगाज गुड़ी पड़वा से होता है। लेकिन 1 जनवरी को नया साल मनाना सभी धर्मों में एकता कायम करने में भी महत्वपूर्ण योगदान देता है, क्यों इसे सभी मिलकर मनाते हैं। 31  दिसंबर की रात से ही कई स्थानों पर अलग-अलग समूहों में इकट्ठा होकर लोग नए साल का जश्न मनाना शुरू कर देते हैं और रात 12 बजते ही सभी एक दूसरे को नए साल की शुभकामनाएं देते हैं। ","Vijay Chowk Rd, Block K, Block F, Laxmi Nagar, New Delhi, Delhi 110031, India",0.0,0.0,3046.0,Aryan Thapliyal,False,Images/8a8a93f3-5696-4387-84e5-ac632cc85ec1.png,None,None,0.0,None,None,0.0,3222,Tanta.jpg,None,feedsmedia/3046/95e8d21a-8337-4c43-aab5-76f2aad75b8b.jpg,1,0,None,0001-01-01T00:00:00,0.0,1.0,2.0,2020-01-01T04:48:22.9762306,0.0,None,
19,2122.0,dsfsdf,sdfsdf,"D 10 Noida, Sector 20 -26 dividing road, D Block, Sector 10, Noida, Uttar Pradesh 201301, India",0.0,0.0,3034.0,neha,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3218,images2.png,None,feedsmedia/3034/8a9dea4b-19dc-4a9a-8793-6ca3ab16152b.png,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:47:53.872967,0.0,None,
20,,,,,,,,,,,,,,,,,3219,indraprastha-resort-dalhousie.jpg,None,feedsmedia/3034/46f87048-4d82-4a84-aa29-9410f726d72f.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
21,,,,,,,,,,,,,,,,,3220,nainital-saturday-raajiv-nainital-stand-alone-snowfall_0c6662be-d4dc-11e6-89f5-e9c163347fb8.jpg,None,feedsmedia/3034/eb07417f-465b-4d03-9c81-23e5a1b95606.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
22,,,,,,,,,,,,,,,,,3221,Nainital-Snow-2013-m-2.jpg,None,feedsmedia/3034/8d632dc2-247a-4bff-93bb-e294d1f40d7b.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
23,2121.0,WEWE,EDWd,"Greater Noida W Rd, Rani Laxmibai Nagar, Yusufpur, Nai Basti Dundahera, Ghaziabad, Uttar Pradesh 201009, India",0.0,0.0,3033.0,sanjay,False,/Images/userimageicon.png,None,None,0.0,None,None,0.0,3213,Christmas-2019-Messages.jpg,None,feedsmedia/3033/f656995d-7350-4e58-bd3d-b7ec2ffd684b.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:47:22.9098451,0.0,None,
24,,,,,,,,,,,,,,,,,3214,DALHOUSIE.jpg,None,feedsmedia/3033/80a1ba80-bc0d-4748-b975-b34d14631abd.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
25,,,,,,,,,,,,,,,,,3215,dalhousie-hill-station.jpg,None,feedsmedia/3033/922a1224-2852-40e1-b828-29f835c91f00.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
26,,,,,,,,,,,,,,,,,3216,images 3.jpg,None,feedsmedia/3033/42cfd9f9-7388-498e-8c2c-ff761610faec.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
27,,,,,,,,,,,,,,,,,3217,images.png,None,feedsmedia/3033/d583ea6f-178e-4ef5-be9b-0553094f0f8c.png,1,0,None,0001-01-01T00:00:00,,,,,,,
28,2120.0,Test for the New ,Testing for new Video. Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.Testing for new Video.,"A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3031.0,Ashish Thapliyal,False,Images/fc8af47d-ef15-4c25-9d3f-a7a58c7444f9.png,None,None,0.0,None,None,0.0,3212,,None,https://www.youtube.com/embed/iNSVjuZQ_9A,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2020-01-01T04:42:58.9380507,0.0,None,
29,2119.0,Video Test,Testing for video upload. Thanks for the details. Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.Testing for video upload. Thanks for the details.,"A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3040.0,Shweta Singh,False,Images/085985b6-0662-4e1d-b5b4-20016d31514f.png,None,None,0.0,None,None,3.0,3211,,None,https://www.youtube.com/embed/ghMujvci5Ds,2,0,None,0001-01-01T00:00:00,2.0,0.0,2.0,2019-12-31T09:35:47.396251,0.0,None,
30,2118.0,Hello Aryan,"Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.

Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.


Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.


Proposed since March 2019. Google Videos is a video search engine from Google, similar to Google Images. It allows searching the World Wide Web for video clips. The service evolved from Google Video, Google's discontinued video hosting service that also allowed to search the web for video clips.","A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3040.0,Shweta Singh,False,Images/085985b6-0662-4e1d-b5b4-20016d31514f.png,None,None,0.0,None,None,0.0,3210,,None,https://www.youtube.com/embed/hZuwe72Rtcc,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T09:11:56.4581989,0.0,None,
31,2117.0,Testing Video Details,Testing Video Details. Testing Video DetailsTesting Video DetailsTesting Video DetailsTesting Video DetailsTesting Video DetailsTesting Video Details. Thanks for the Help,"Hermannplatz 5-6, 10967 Berlin, Germany",0.0,0.0,3031.0,Ashish Thapliyal,False,Images/fc8af47d-ef15-4c25-9d3f-a7a58c7444f9.png,None,None,0.0,None,None,0.0,3209,,None,https://www.youtube.com/embed/c6OSTcaMU6c,2,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T08:02:40.6864975,0.0,None,
32,2116.0,Test,Testing for multiple images. Please ignore. Thanks.Testing for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. ThanksTesting for multiple images. Please ignore. Thanks,"VLCC Building, Shiksha Bharti School Rd, Sector 7 Dwarka, Dwarka, New Delhi, Delhi 110077, India",0.0,0.0,3042.0,faiz,False,Images/80cdd447-4a3a-483f-b222-86989cc3d37e.png,None,None,0.0,None,None,0.0,3207,Kwekwe.jpg,None,feedsmedia/3042/a036275d-0c37-4855-a55f-bd0a710cf4ea.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T07:09:33.4293294,0.0,None,
33,,,,,,,,,,,,,,,,,3208,Marondera.jpg,None,feedsmedia/3042/ab337768-a836-416e-bc87-78689be6c64b.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
34,2115.0,Testing Images,Testing ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting ImagesTesting Images,"A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3047.0,Ankiish Thapliyal,False,Images/0da0ca00-cfaf-41e8-ab39-cbff55ec64b3.png,None,None,0.0,None,None,0.0,3204,Aden.jpg,None,feedsmedia/3047/d63f6bfb-e7f8-4519-898d-e311e091498b.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T07:03:30.8446682,0.0,None,
35,,,,,,,,,,,,,,,,,3205,Ash_Shihr.jpg,None,feedsmedia/3047/98c48988-97a1-408e-9bde-7257c99252ab.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
36,,,,,,,,,,,,,,,,,3206,Seiyun.jpg,None,feedsmedia/3047/887cc8d7-9b52-4c3e-81f8-e7d4505e0db6.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
37,2114.0,This is test for the iteration,"Tap the Tools option at the bottom of the screen, then select Rotate from the menu that appears. At the bottom of the display you'll see an icon the has two arrows pointing at each other, with a dotted vertical line between them. Tap this and you should see your image flip back to a normal orientation.","K179, Block M, Vishwakarma Park, Laxmi Nagar, New Delhi, Delhi 110092, India",0.0,0.0,3047.0,Ankiish Thapliyal,False,Images/0da0ca00-cfaf-41e8-ab39-cbff55ec64b3.png,None,None,0.0,None,None,0.0,3192,Butare.jpg,None,feedsmedia/3047/ba8d9d9b-173a-4804-8fa7-c2b545e23c61.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T07:01:24.300193,0.0,None,
38,,,,,,,,,,,,,,,,,3193,Byumba.jpg,None,feedsmedia/3047/10eb2de5-0020-4da6-b902-8bf0d019cc15.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
39,,,,,,,,,,,,,,,,,3194,Cyangugu.jpg,None,feedsmedia/3047/e1cfc2eb-ff1e-48f8-8039-153a5231c545.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
40,,,,,,,,,,,,,,,,,3195,Gisenyi.jpg,None,feedsmedia/3047/12c0192b-7d1d-40d4-b209-3853ecc190c7.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
41,,,,,,,,,,,,,,,,,3196,Kabuga.jpg,None,feedsmedia/3047/e534b896-c25b-491e-8644-490e0c150423.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
42,,,,,,,,,,,,,,,,,3197,Kibuye.jpg,None,feedsmedia/3047/70caa341-47b6-423c-89ac-56f54a245772.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
43,,,,,,,,,,,,,,,,,3198,Kigali.jpg,None,feedsmedia/3047/70fd2b0c-6b25-47d1-907a-aa02c8d261a0.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
44,,,,,,,,,,,,,,,,,3199,Muhanga.jpg,None,feedsmedia/3047/e299b8d2-30cd-4221-8afa-c4cc6391025d.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
45,,,,,,,,,,,,,,,,,3200,Nyanza.jpg,None,feedsmedia/3047/32ae591d-b632-4538-8f00-80989d3505e9.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
46,,,,,,,,,,,,,,,,,3201,Ruhango.jpg,None,feedsmedia/3047/b81eeea4-af94-4b7d-814a-274c558fb999.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
47,,,,,,,,,,,,,,,,,3202,Ruhengeri.jpg,None,feedsmedia/3047/31f14d97-0406-4b87-95ea-268425331842.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
48,,,,,,,,,,,,,,,,,3203,Rwamagana.jpg,None,feedsmedia/3047/aa2f22aa-36da-41c9-be31-a0b65c7f11ec.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
49,2113.0,Test,"An image URL is an internet address that points directly to a specific image, rather than an entire index, webpage or website. Image URLs typically include the image filename, such as in this example: http://tineye.com/images/widgets/mona.jpg.
An image URL is an internet address that points directly to a specific image, rather than an entire index, webpage or website. Image URLs typically include the image filename, such as in this example: http://tineye.com/images/widgets/mona.jpg","A-10, Sector 63 Rd, A Block, Sector 65, Noida, Uttar Pradesh 201301, India",0.0,0.0,3046.0,Aryan Thapliyal,False,Images/8a8a93f3-5696-4387-84e5-ac632cc85ec1.png,None,None,0.0,None,None,0.0,3184,Mandiana.jpg,None,feedsmedia/3046/75919a6f-b186-4449-a544-a2a3b842983f.jpg,1,0,None,0001-01-01T00:00:00,0.0,0.0,2.0,2019-12-31T06:46:07.9838438,0.0,None,
50,,,,,,,,,,,,,,,,,3185,Boke.jpg,None,feedsmedia/3046/9cd34a06-a3a6-4012-ae1f-4ce0a168a604.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
51,,,,,,,,,,,,,,,,,3186,Conakry.jpg,None,feedsmedia/3046/690efb4e-c251-4f76-a82e-cb9a195044af.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
52,,,,,,,,,,,,,,,,,3187,Dabola.jpg,None,feedsmedia/3046/104e7c91-daf2-41af-98f4-365eb2b98687.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
53,,,,,,,,,,,,,,,,,3188,Fria.jpg,None,feedsmedia/3046/899de04a-24e7-462f-a094-e1fac95089e0.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
54,,,,,,,,,,,,,,,,,3189,Kissidougou.jpg,None,feedsmedia/3046/37a81d21-fb2d-4ab3-bae8-1dad224cda37.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
55,,,,,,,,,,,,,,,,,3190,Labé.jpg,None,feedsmedia/3046/e1962738-f012-44c6-833a-d08fb88d2bac.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
56,,,,,,,,,,,,,,,,,3191,Nzerekore.jpg,None,feedsmedia/3046/28e01398-af2f-4691-bfad-f3dc2f25b58d.jpg,1,0,None,0001-01-01T00:00:00,,,,,,,
